Session Id;Gender;Age;Registered user
a9ab887b-5419-431a-8735-c3b6b9b87e32;M;31-50;1
01666810-04e9-4a18-abaa-b8fc5b64441a;M;31-50;1
65455c12-2a7f-479c-a9bc-86a4583dca4e;F;51+;0
fa380ecd-b2d9-432d-b8d2-c8bfa9167c6b;M;31-50;0
c8c52138-940f-4738-848a-416687c3c3f6;M;18-30;0
20972eed-977a-473e-b510-b1172e9c94d4;M;31-50;0
155d93ec-caba-4b3f-901d-488c9c192892;M;31-50;1
b244ce79-6486-4984-8a15-2342e6fc9319;M;51+;0
2e724f68-4eac-49a0-98d9-dc714fb8935a;M;51+;1
f7138fe7-35b0-445c-a6b8-3d46f69b63b5;F;31-50;1
db06fd3d-fb61-417e-9e57-1343f1ce0540;M;18-30;1
e578faeb-ef28-4a5b-83aa-79b78397837b;F;31-50;0
317dded9-df69-431b-84c6-92b19ba066f3;F;31-50;0
763edb6b-924e-46ab-ae36-af94eda379f8;F;18-30;1
3218058c-b80d-4fd1-a8a2-ba16ef6c748b;F;18-30;0
ab985d92-efd1-4726-b80d-2658b10f57b7;F;51+;0
c3f448ca-83b3-410c-a01f-fa409fbe72d7;F;51+;0
68c0e179-b27a-44af-9d24-55a89b726acc;F;18-30;0
b84cb48b-a898-4bc6-b5a5-8cd1ac495114;M;18-30;1
4ef7fe63-3d0e-4181-8577-ae122c3ca762;F;31-50;1
214c032a-5fbc-419a-9768-fda2d5a77599;F;18-30;1
8a797b54-1028-48ba-8183-e58b16be512b;F;31-50;0
e50112e4-41d9-4398-8dab-9e115435e57c;M;18-30;0
ebc7f3a4-54b4-498f-be57-c412eb7cf124;F;18-30;1
03181f98-ed2c-435f-9e0f-f1841c14afad;F;18-30;0
bde3faaa-3684-4781-a805-34e617143c22;M;31-50;1
f419c796-93ff-484c-b014-d0a16a71d58c;F;51+;1
411b2cdc-d0d8-4f2f-9da8-d4e4ed2e219e;M;51+;1
93ccc24c-df44-442c-8e70-d3bc7af23d55;F;51+;1
46f8c6f6-56f6-4bbe-bfcc-20c03134fb14;M;51+;1
de273d7e-bcce-4719-aa8e-60de9924b751;M;51+;1
cd41d3ef-05e9-4f04-ab29-a05198f306ba;M;31-50;1
51fe19c7-73b0-4ae3-9401-40bca02139ce;F;18-30;0
c15e5566-e53a-4ed7-8eb3-9575014e99b1;M;18-30;0
2627e91b-e3f8-44dd-93fd-0a69f72f149c;M;18-30;0
e573357b-ad49-42fa-b674-5ebd5490103d;F;31-50;1
5b8c764c-18ad-49e3-be5f-1d2c64118a37;M;18-30;1
15bd0728-53ee-4431-8be5-726c76006d07;M;51+;0
57c54618-6188-4e32-a479-a6613a4c2d18;F;18-30;0
2e869e7f-bd4e-4df3-bfb8-fee7a3a3a44a;F;18-30;1
a1410997-6aa8-4ec9-966f-b974508a9858;F;51+;0
b8c171fd-4773-4fec-8e87-b672d31422e2;F;18-30;0
b549904a-8407-42fc-9439-3c3d5e039e9c;F;51+;0
b379b4de-7362-4b57-bfef-d265f76282cf;F;51+;0
d59049ea-290c-4a9d-94ff-7f65052bdbb1;M;31-50;1
2ca45bb4-238a-4c46-bada-e5b555b6590d;M;51+;1
0f469005-8b5c-4b60-9f23-da0def0b3aef;M;31-50;1
95758f6a-43df-43cb-9e48-44e97f81d58c;F;18-30;1
a2fab4e7-9e24-4910-8b50-3b3fccb80dad;F;18-30;1
39357cee-cedc-4e86-b1be-fc313aafd559;F;51+;1
3dea5fdf-3664-456b-97b6-716ec971e980;M;51+;1
4ead026b-a8c7-4cec-b609-2c7921ade595;F;31-50;1
5934f23b-b594-44ed-bb8a-c54f14732d46;F;51+;0
f5045e0d-dd12-4908-bb18-fc5e1a0d5b24;M;18-30;1
d3503186-ed5a-4128-84e1-feca7eaf0509;M;18-30;1
4a8b26c0-6201-4425-aa8f-4dcb3ad0a27b;M;18-30;1
609fc0b8-3f57-45e1-83d7-93ecea03b4e5;M;31-50;1
53a2cf46-7096-483a-af18-971c86b6fea2;M;31-50;1
f4398d04-0b35-4376-9de9-862bf3c076b5;M;18-30;1
db2afb3c-e09b-4dc3-9f65-d66928c321a5;F;18-30;0
97811c7d-6ad2-40ca-9f8f-02963ac5bc37;F;51+;0
c95531d5-4d79-43aa-a2d2-c8da74ef9e5f;M;31-50;0
8430bde3-3031-42ca-90e5-5c4622a22641;F;18-30;0
db91bac3-4376-48e4-8f56-c7c10ac1f911;F;18-30;1
0de35d38-f8cb-4c4c-aa05-94990dffc979;M;51+;1
e32f5826-fd9a-4df1-a988-53ae9eec7780;M;31-50;1
ed9e107e-9381-4cbf-acfa-79edab5e4a8b;F;51+;0
d48ebe38-b29d-423b-a074-31b1e4a7ab10;M;31-50;0
8678c334-5bdd-43fd-b42a-f494764ab442;F;31-50;0
92693cf7-c506-43a5-896c-8b500bda4ab7;M;18-30;0
9c130b33-7ee7-43ab-b379-52638d953cf5;M;31-50;0
0ae0358f-1cc9-4ea0-8465-ae9a5afd4b0c;M;51+;0
2e172023-f653-4327-aaba-ada9d953e1f3;M;18-30;1
740b0acd-0f7e-4d68-8cdf-e9878fd0b429;F;31-50;0
4a558d95-45ae-42d5-8a66-aed1ddc8f6a8;F;31-50;0
cae4eaba-ea75-4a70-acac-21c8f27fd2bd;F;18-30;1
bc639155-5b9e-4e9d-8bc1-342daa5d9dfe;F;51+;0
e226b0e8-af2a-4fc2-9d30-1e411d640cd3;F;31-50;1
e29ba390-4ea1-4613-b57e-a096fff1e01a;M;51+;1
ecb96503-d59b-4a48-9b75-9c6edcfc1f53;M;51+;1
8b02cbf0-6e56-41a0-bd8a-087665a35ffe;M;31-50;1
db02b9bf-7516-48e9-a72a-ecca52de560e;M;51+;1
cafe7825-c63f-4fac-877b-6ab8950691df;F;31-50;0
0252e246-7ccb-4756-9efd-e9feb4a8263f;F;51+;1
9f2e1041-9b90-4996-a3b7-70a5489d6432;M;51+;0
96b3e5e2-0462-4fd7-8fc4-47c775f91d1a;F;31-50;0
3ee875f2-a30e-4133-bf7e-5ff5b617be01;M;31-50;1
03391f7d-510a-4d2b-9869-94afe8f7ba4b;F;18-30;0
071ccdf5-fcf5-4e2b-86c6-6a9de4c07056;M;31-50;1
5d10cdb1-4cae-4e3f-9323-f3e647e44e96;F;51+;1
88d1dbcb-41d9-4f39-8ea4-4eb6505bf644;F;18-30;0
d9ae6601-b21d-411f-bb1d-123813bd3e13;M;31-50;1
5e2f67ea-fcff-46f6-ae92-a52c47d56d01;F;31-50;0
2a857470-375e-437b-acab-7d84efb04d8e;M;18-30;0
55b6d56b-d45a-415e-a869-baa800c8f229;F;51+;1
a4a94243-8562-4514-bf7d-07ce3132d888;M;31-50;1
97c10cb2-895d-4b47-af8e-862321953db2;M;31-50;1
0d486fa6-6f89-49ac-8ce3-2e920fd980ab;F;51+;1
b80d4bbc-ea2d-4321-826e-0404aa1e4fe5;M;51+;1
0667ee4e-d1e0-4f51-9466-cd8054dc63ce;F;18-30;1
4293e2e2-4535-444f-a122-ca34d8925be8;F;18-30;0
b2cf033a-f290-48fc-8ed4-0f935a7afa9d;M;31-50;1
d60082cd-e1ab-40bd-928f-80aadcdeb568;M;31-50;0
bc516b91-a66a-4b19-937f-efc8a5ff1b3d;F;18-30;0
4bde2b54-d453-4ea3-a511-84b01c32b4ba;M;31-50;1
ce01d158-28d1-4f3c-85b1-f6225f55db14;M;51+;0
62ff1cec-6dad-48c7-8aee-f7acdbf1de49;F;18-30;0
bfa35493-723c-4662-b6b4-dcd7c6fc3e9c;M;18-30;1
f6bac42f-1877-499b-85a8-531c092601b2;F;18-30;0
4fff584c-c461-428f-bc2a-51eb384e7e5d;M;31-50;1
58039933-0271-4bcf-beea-8d1c5ff776e8;F;31-50;1
2e9ce88c-ef52-4eae-9ffc-01b240b31981;M;18-30;0
e03cbd1b-05eb-41e4-80e6-f90534ee1165;F;31-50;0
a32a3d3c-3554-4cfa-ac29-adb44323ef2c;F;51+;1
b2ad5e9a-60c0-4984-897a-89257b4a40fb;F;31-50;1
8507c69c-4eba-4e57-95fb-3a06a36ae0b3;F;31-50;0
ab036c5b-dd08-4110-8e4e-4e34ae343d7b;M;18-30;1
97fb4c03-792d-47be-8e0f-ae21026b449c;F;31-50;1
99c2be59-3e35-4b9c-9a88-d097bfdab0d8;M;51+;0
e87498f0-0fb8-42b2-b601-09bf88c7cf1e;M;18-30;0
2b05fb68-8087-4359-a8ba-43124d8b04e8;F;51+;0
63c2b95c-80fa-4195-a748-e5e7fd429376;M;31-50;0
392363f0-0fac-4453-aa12-efd29160eb91;M;51+;0
417f7df6-1ff6-43cf-aba8-6d2a06838c4d;M;18-30;1
39dc36af-6fa2-4525-b5e7-5e83afb934a6;M;51+;1
ed0fb2eb-46b5-41f1-a4f6-516187d0ba06;F;51+;1
5c611724-6b66-437b-a690-e3af51f309be;M;51+;1
a98efd15-1f95-4ef8-9040-01fe605e441f;M;18-30;0
a0558c32-9399-4b2d-a863-fc278b9b8804;M;18-30;0
cd8781d2-4e45-4772-b23a-199925521190;M;51+;0
4c3e735a-42c7-41fd-b806-ea266c251bed;F;51+;0
026ba282-fdde-4a46-acc5-fdcbc594240d;M;18-30;1
cdbdcd11-1697-4a35-b3d9-0bfd500f960e;F;31-50;0
24ecd33e-d317-4d2a-9522-9579cd336d31;F;18-30;1
184225e2-ab53-4bd9-810e-8372302c1509;F;18-30;0
ed8762c8-31e4-46b0-904e-ddb2b65b3ac8;M;18-30;1
224b63b1-294c-406c-807d-89e8771f4639;F;18-30;1
2261be70-1f27-4097-b8be-e7e2b6ae4c63;M;51+;0
021329ff-800c-4fe7-aee8-5a972a4ce1a2;F;31-50;1
a802c135-2e31-4876-860e-7436f9ea7b89;F;51+;0
76aed51c-3306-4732-9df9-e088383ebee9;M;51+;1
04b4cf0c-679f-4bd3-ad2c-2a43c88ab76a;M;51+;1
fe96af78-c8d6-4e4b-b7fa-83797a6b86b6;F;18-30;1
a178167d-ce07-4ffc-9846-d31415c0c928;F;51+;1
11948682-cfff-40b1-9405-c3d2c33a71e3;F;18-30;0
1117cf0f-7396-4d9d-b692-a5ee1d2740c9;F;31-50;1
481e9724-4ea1-4d8d-a2cc-e593209ce7ee;F;31-50;1
7f199cf8-128e-4964-a3fa-c5c358759153;M;31-50;0
6a0094cd-5453-4b2b-a1a1-e2ccf8dda1e3;F;18-30;0
033aa421-247e-4c6a-bf2d-c4b190415c42;M;18-30;1
e90f3927-b48e-4c14-8c6d-1a63629cc3f5;M;18-30;0
a5e763dd-9cdd-4212-8926-b3558c7f79b5;F;51+;1
6cd651e6-6612-427f-b589-485bc1fa9eb5;F;31-50;0
11b62c57-253c-44f2-a068-b6c264a5dff9;F;18-30;0
6c7169b2-ae2b-4f96-8b07-254f399f5990;F;51+;0
7353dbdd-90b3-4783-b532-9c056332e129;M;18-30;1
06e4a4d1-2a62-4576-b187-0087dc553830;M;18-30;1
c170947a-c32d-4dc3-b341-c8f15e608fec;M;51+;0
e0b115b6-7910-4b54-a8d5-42f11f33213d;F;18-30;1
56617854-e93d-4408-9bd1-891cea179bbb;F;51+;1
e1e4bb78-776d-42f5-9ff0-5902d77d05d1;F;31-50;0
778f7004-1467-4d3a-83d3-e1fb01a57cdb;F;51+;1
f9663327-4d1f-435e-82c9-88b3b04b690e;F;51+;0
5d871ca0-e7bd-43e5-bc34-3614bd3a0a2d;M;51+;1
e9314769-103e-4652-ad66-a8d85bf6f92e;F;51+;1
f6e9f9d4-f7ad-46bb-83d3-e4339bfcd9d8;F;18-30;0
a4ef029d-0db9-41db-9f3b-9c58101c4f5b;M;18-30;0
49e0cbac-d7b7-4510-b9c5-5253ce4c4f3c;M;31-50;0
4133c1d1-9378-4395-8d13-1dcd2185d69f;F;51+;1
082e3c41-28fa-4e50-9c29-a4e04cf7d163;F;31-50;0
8b72513a-960f-4e8c-b88a-9350bb58dce1;F;18-30;1
250e84ea-8040-4c11-9484-5cff1345d592;M;18-30;0
b5426500-8899-4d08-ad83-cedac7dd483c;M;51+;0
1ad3e68c-0f27-4776-9d41-e21f7426abe5;F;31-50;1
23487794-3e32-41bd-b70e-a3d22f766122;F;18-30;1
5b154496-9a9c-4a46-b3b2-a8825e9792fc;F;31-50;0
d4723c09-8675-4192-84a6-c7ceef3c2787;F;31-50;0
7eb2ebf8-a38e-4ad5-b941-079944e785ed;M;31-50;0
69275e95-4d93-434e-8636-debc669e8b28;M;51+;0
0697235e-c072-4169-8725-830d25429092;F;31-50;0
4192974c-84cc-448a-ab88-babbabe9ce18;M;31-50;1
a812df7a-3f5b-47d7-a2ff-fec24c7bc5ba;M;31-50;0
1b0936a2-c70e-44ef-8e48-70d0fe9a0c05;F;18-30;1
ae6c6805-8a96-4309-bda8-03ce46349682;F;18-30;0
970f74ca-2d9a-43de-b5d7-2ab7710c49d6;M;51+;0
90a9d66f-7363-4d39-b669-6ae90ca392e0;F;18-30;1
a6618f7c-03d9-4b32-a8a2-c61339fe425e;F;51+;0
3c93c6dd-8d3d-4ba6-a357-07cb7574330e;F;18-30;1
f27ff4b6-42cf-4741-85ea-84d2eae7547a;M;18-30;0
62022d5a-a09a-492f-9963-4c4e5849868d;F;51+;0
18305a33-d137-4ca7-b90b-4291aaa5aa9c;F;18-30;1
caae2805-6f9a-4732-a546-dd288236a2be;F;51+;1
eae58ce2-0d3e-49ef-82c4-9f895ec998ec;F;51+;0
57674248-e8d3-48d8-8f32-49f583fa8b8e;F;18-30;1
4934ebdc-80e7-44c8-99bc-264e4b8d43bc;M;31-50;1
0c3cd603-874b-4af3-970a-2704d0b93c9c;F;18-30;0
1373e7cb-6fa6-43a0-991b-121de7197c14;F;31-50;0
85ef0aa6-cbdd-4f56-969e-4ef11cd90838;M;31-50;0
f63667be-3dc5-41e4-803e-b07a9b1c2f72;F;31-50;0
78c96a5a-4657-4d58-a7b0-ceaa1ecfdeb3;F;51+;0
68e74f08-c265-4c7e-9657-82f4399463cb;F;31-50;0
79a85ac9-d527-426f-bef0-70724df262b5;F;51+;1
11ee3254-0c7b-440a-9e73-05d3cdfb4c1d;M;18-30;0
fc3c968a-256f-47c9-83f4-d3aac1638c87;M;51+;0
4bef2690-536b-45ae-9a47-fda1cb47c8e8;F;31-50;0
cc82eac0-27ab-47fb-aeec-93f9c78e6ebb;F;18-30;1
dbcd971e-c6d8-430f-88ac-6d5161d7fb41;M;51+;0
857913f5-fbe9-4231-9ac4-97e11f207a17;F;31-50;0
818b4b8b-d2a5-4197-93db-82b426730824;M;51+;1
5fb0de43-84ba-4d26-a414-5c32466aab3d;M;31-50;1
ea9988f2-e611-493e-8de2-8a3fdd4d6888;M;51+;0
c3fee801-0733-4724-b4aa-f7ec9705b117;M;31-50;0
b435c94c-b875-4c26-85b2-0f8480baa9cf;M;31-50;0
4d1c2174-b7d4-4a82-ad6b-4dfbd8563f82;F;51+;1
640efda5-5afc-45c7-863f-ecdd61ce5aef;F;31-50;1
de33a6d8-e120-4288-805b-5e599adeeaf9;M;18-30;1
fae9b5de-5390-44d8-b84f-f8423316ada8;M;51+;1
1401aaf0-1f10-4cea-9cfc-8aa62267a8b5;F;18-30;0
b9c4bfce-77d7-4c88-9833-53345dbe4833;M;18-30;0
4d3ca441-902f-4cde-a0c2-366d9c2b586a;M;18-30;0
246b6c8c-9903-4209-9cbc-a6ff0a6da226;F;18-30;1
17b8807e-9617-4530-93ba-a03eb72da96f;F;31-50;1
3cca8fbf-cd16-4189-8473-6c87f79a8df3;F;31-50;1
726713d4-0e0e-4cfb-b57e-39120ab336b2;F;18-30;1
5c364ac5-0d81-4b14-aa7e-495031296540;M;51+;1
89d76488-3d9c-4fb6-a544-05941311ee78;M;18-30;1
6248bfca-084d-430f-8c34-fdc14c62da5c;F;18-30;1
98d905bc-1c26-4c8c-85a5-0ff7e328ebdf;F;18-30;0
ae17b5cb-253c-4c05-ae89-48395bc1c776;F;51+;1
3f7df52c-5fbd-4afc-8d0c-787712da4e8f;M;18-30;1
05920e87-5965-4416-ac2e-cf664bf74029;F;51+;0
9c39811c-8bcd-4d72-9c21-ddb9abafcc1d;F;51+;1
ccdd1d83-cd88-4c2c-96d5-b7fc79442b62;M;31-50;1
150da3ae-fa19-4061-a868-f5f31558e8ff;F;31-50;1
ad21031d-fb97-4804-9269-de4b8ea903f9;F;51+;0
7285ad67-db49-4d49-a4ba-014e7d5680ed;F;51+;1
f4d390ce-08e9-4830-a710-b37df261a039;F;18-30;0
27c79183-0ad5-412e-ab24-3b99d9d4aa4b;F;51+;0
6b169e4e-83e9-4d5f-a583-489c93669637;M;18-30;1
8ad1f673-9ab7-47bb-8b5e-b63b240d8068;F;31-50;1
31eebd7d-6e95-449b-8d29-380b5edc94a7;F;51+;1
8eff78bc-f345-41d7-8617-78a24c1901d5;M;18-30;0
f01f5833-f31c-434a-aa73-560bf510b6fd;M;31-50;1
d73b3c16-551c-4ee4-90b5-5143284e8a38;M;18-30;0
1c31d471-d297-4c7e-882d-e263b58151b2;F;18-30;0
075fa801-1797-43fa-aa08-6aec3f494443;M;31-50;1
4398b467-c8e2-456d-82a0-a311fb53cc73;M;18-30;0
4e68d416-dd99-4338-b451-f232cae12f44;F;31-50;0
cdc902eb-e138-4ae1-b81f-c2bc90fd7997;M;18-30;1
4e2585de-89a9-40a4-8c7e-0157ce0293ee;F;51+;1
d25e644d-bb17-4568-af26-b066ab4e96c6;F;18-30;1
94519d75-7abc-4f28-bdd7-42f57e311489;M;18-30;1
c173e11e-6a65-4aeb-9440-ab1a6121bfa6;F;51+;0
4e4ac31d-db4b-4c7e-ab9d-03ed58c0e270;M;31-50;0
170b0f05-5caa-4ada-a642-ae27ca28389f;M;18-30;0
e41f70fb-d6c7-4512-9903-468f7676b128;M;51+;0
8cb67124-5fce-4d7d-94db-62048d3cf1cc;M;18-30;1
9239401f-da3f-427a-90a7-9019eca9c6e6;F;31-50;1
a05c9396-05be-458b-8412-9bb44266b0aa;F;51+;1
9646f04e-3db1-4831-9b93-37f0a79d72f9;M;51+;0
5ff5cc9d-ffc8-4c28-a6f2-7cbd0151922b;M;31-50;1
08658191-4e37-414a-9bd4-6dd843b8927c;M;31-50;0
471ed7dc-c474-44d1-92dc-2b1936689043;M;31-50;1
aff510ff-e746-464e-9b5f-5137e254c1d7;M;31-50;1
0f832aab-0c2f-4bb0-afae-9a4fafb24965;F;51+;0
81f5bdd3-f316-45d5-8872-9c9eff8fbeac;F;18-30;1
99500086-d495-4195-9b5e-1ded90c3ed59;M;18-30;0
d5358375-da14-4ddb-b5b5-3e2bdbcb39da;F;31-50;1
f289d47a-0c7d-4974-92ce-2c5d78d23874;M;18-30;1
c0cf8016-d109-45cb-bca5-bb7d5dfe7d29;F;31-50;1
2bf133fa-91d6-4f2b-a6b2-3ef6ca2a6bb4;F;51+;0
de5b3254-e7d2-4efe-9f4a-7d392ca357bb;M;51+;0
b0718496-5b18-4fc7-8167-57956bf97492;F;18-30;0
1f4f23a5-eaea-4f06-b872-87e46cdac10c;M;51+;0
a7218865-29c3-44f8-b373-299727067dac;F;51+;0
44ed16b1-6a4f-4fc9-a6c1-7280bcbb726a;M;18-30;1
8dafc3d0-4b60-4be5-97aa-971876cdb280;M;18-30;0
96988257-d416-4eb7-b597-f9c7ef329181;M;51+;0
8a98edc7-0edb-498d-be80-e85411bcfa04;M;51+;0
460465f7-0923-4777-9a08-439b7e5d2a3a;F;18-30;1
7969b684-ed6b-4171-afc0-30121f763af4;M;31-50;0
b40c99df-9ed0-49b4-8a70-53a35fbc0dd3;F;31-50;0
884c1d2c-1a61-43e7-afba-9da9bd549d00;M;31-50;1
0c67818c-dfcf-44e0-adcd-9d266024c1f1;M;51+;0
ba092590-ea56-45cb-aa9b-78f542d19363;F;18-30;1
5a6290a5-d980-4e91-8a2e-6e7e48c1b8e7;M;51+;0
e29c2f69-00cb-450a-8991-7afbea4f570e;M;31-50;1
0d858ae3-2357-4476-93fd-1403ee71c382;M;51+;0
d8af7d2b-8b5c-4cd1-891e-f0b8e850fd9e;M;51+;0
e391afed-b7c8-46b2-8a75-457d71ae6ee7;F;51+;0
714fca27-6320-4b88-a437-a7f94044218d;M;51+;1
4980d553-9cdc-44c7-9d8e-30c15c677d90;F;18-30;1
3e811019-1f06-419c-a0ac-7f2dbc9bc35d;F;51+;0
127088e3-63e9-44db-9319-30e2bea32201;F;18-30;0
c046ca39-67a1-4c89-9a80-03e28886701f;F;51+;0
07976d55-8222-4a67-88f7-b191ea6053c4;F;51+;1
297b2c3e-4a50-4529-85d6-8952d8c536fe;F;31-50;0
3e6ddddb-9b8f-4112-96a3-65c492f1f2a9;M;31-50;1
d7f87afb-63a3-4683-91e8-9c530c0c7479;M;18-30;1
7f64407a-5c4e-4d9c-aaf4-cd6ec7c40838;F;51+;0
d81e7638-3aec-45fd-a90a-bd28bee42da2;M;51+;0
83ece888-4dc3-4eff-86cd-7e15e5413cf6;F;18-30;0
3af1fbee-ee67-4f9f-9413-b59097cd3312;F;31-50;0
ed3f48d5-747a-4041-ab4f-233a91e121af;M;31-50;0
f11f27e4-122d-4d4c-be5a-9685a965e0e4;F;18-30;1
5f0555b0-639d-4cc8-b03b-c81e7c9d446e;M;51+;0
aecec711-18e5-4ea7-aa4d-cc7648817154;M;18-30;0
38bae0f2-872f-4c8f-a087-5172fb2f0916;F;31-50;0
78608e01-240f-48b7-9009-305a95e5be5a;M;18-30;1
36f11ad6-1b7b-442d-b8e5-5bccd5cbba70;M;31-50;1
f708f24c-d93c-4362-a701-293944cff115;M;18-30;1
b8d8f707-13eb-4b81-9117-0724c5ebfe83;M;18-30;0
2107de5f-5d51-4fcd-9ce6-ec9ca7f93a4d;F;31-50;0
a8293407-b168-4878-aaf6-2960edc4a599;M;18-30;0
503f5a6e-20c8-49d6-9975-1840f5a1ceba;F;31-50;0
0051876d-3ffd-4cf7-a268-442808ed56df;M;31-50;1
3e31d6ee-097c-4139-b192-0d443f1065a2;M;51+;0
ef59a6ef-c663-4c9a-9b2e-4cbbc0fb45f3;M;18-30;0
541e6497-8f8b-4b85-9a42-569c2a1b8e08;M;51+;0
3bd39d34-1d2c-4405-acfc-cb23ba385668;M;51+;0
c4034c2c-39ab-4bf6-a42e-4731f245c208;M;51+;1
c4af14e4-a7de-4f78-88a4-8c7fb3b31940;F;51+;1
ea4ba7b8-7a33-4a01-ae87-4ce3638960f1;M;51+;0
db781646-2cbc-4171-81f0-a4d152988e4a;F;18-30;1
f1ab209f-b34b-49f5-b03c-4e3779bd1040;M;31-50;1
7cf38d3c-abe8-4ad0-a6cc-2d58d72d6b73;F;18-30;0
d83acd4d-0d71-40c9-9a4d-96bee116f140;F;18-30;1
1199ffe5-06a8-4c4a-9012-01e7a134a231;M;51+;0
3e055d09-ad29-4545-8b91-1e8beb920d08;F;51+;1
b41c7293-16e3-4c1e-ac01-231f5869c2c6;M;18-30;1
a15c3cab-d6a6-43fb-87ed-d33520f62ab7;F;51+;0
70167e1d-35b9-43da-99ba-a6b28fef2f97;M;31-50;0
783f1fda-9527-4eed-be51-5a6b94f25642;M;31-50;0
0dcebe24-b984-4f45-8f38-47b2484becdb;F;18-30;1
b5f2dbe6-993f-4abb-9995-3a62572db2e1;M;18-30;0
f38355ab-136c-4c1e-b90e-630f21015b56;F;31-50;1
14179743-d87a-47ad-8317-9f12a00f5fd8;F;18-30;1
07d46df1-b66d-46ef-807c-895605d472ed;F;18-30;0
ce85ebc1-d89e-4518-8484-1c9e59af9bac;F;51+;0
bfdf5cb3-0f5e-4251-8fde-41ae6d6a6df0;M;51+;0
d12416ba-897d-434d-8304-dac18269de75;F;18-30;0
caa84c46-9a4d-46d3-a803-08f4e7661b10;M;18-30;0
6daa3730-3983-4492-8b13-69a3b4f7e43e;F;31-50;0
ea2d3cea-b491-43d9-88e9-5234e5db61bf;M;18-30;1
fb78f30f-08fb-473f-ba0d-ad27d5b1cba7;F;51+;0
0f7aba66-a89d-40d2-ab6e-c41ad4a9ac8a;M;31-50;0
c3888001-c42e-48bd-bef3-45638a49bafc;M;31-50;1
dd1e6341-d33a-4587-81d3-1c301e99a943;F;51+;0
6c8f1ff3-d2db-4ab8-a18a-3ac9768086f7;M;18-30;0
d1851b98-20b6-47c8-926d-e5d5d48d512d;M;51+;1
32d90d78-b8e3-46aa-821d-114030dbf678;F;18-30;0
f9469ce4-e4f2-4b80-8635-7e5f820c8323;F;18-30;1
b7a73a22-439c-4702-bf84-b0972eca4f98;F;51+;1
0ccb9abe-4974-4532-895f-8f377c9617ec;F;18-30;1
f23ee33e-fb9d-4a4e-a7c4-10af90db954e;F;51+;0
d8fc37d5-5d52-431e-a9c2-b4f9d98ed7ee;F;18-30;1
549bfbaa-cd4e-4cc0-9c54-2397f00b3d70;F;18-30;0
4e17c47e-78a6-422c-8797-a5c89eb4ce52;M;18-30;1
d1e3362f-d7d2-4146-b962-f411f46ea695;M;31-50;0
8d74c20a-79cb-4f57-a5b9-81777ff9d64a;F;31-50;0
75c36a2e-3880-47a3-814a-0f041b0c7011;F;51+;1
dc284765-7e34-493e-8b7b-bc755b1b8f47;F;18-30;1
c3b387d0-0a03-4011-9ce7-9fd00e7dd987;F;51+;0
2295b9fe-543f-40e5-a4c1-91b7d4a54339;F;18-30;0
593b6d84-b194-4f50-b251-e6f752e3a7bd;M;31-50;0
e90a8148-b774-40bc-9db1-385122da3237;M;31-50;1
6078764c-6af6-41b2-8e50-6aff66e9ae03;M;31-50;0
6be2723f-9236-49f9-b213-e57a5d5d13a4;M;31-50;1
289f3601-623c-4435-a642-010e4661de81;F;51+;0
0d1c3e32-5400-40fc-97ce-bae98cdcc68d;M;18-30;0
196df15f-f615-449f-aa85-3df459be6633;F;51+;1
c9b4e3f2-29cb-43f3-9c97-fe58357b64ca;F;31-50;0
b7b915a8-36cb-49a5-b4a3-c04be5f7cfb4;M;31-50;1
a92e8b36-147f-4feb-8a35-de51a6537ec5;F;51+;1
ee4cda25-7ad4-4cf4-91c2-3fb061d6e38f;M;18-30;1
f6ec4cad-623c-46d2-9a99-519ec1e56f00;F;31-50;1
fe371db9-65c2-4e48-83e7-73b8e4c73a63;F;18-30;0
41006023-30cc-436a-a2a1-61543a7cd64a;F;31-50;1
000823cf-2458-49f6-81f1-758c16239e15;M;31-50;1
7fa4f76f-e8bc-434c-b29e-597787100325;M;18-30;1
bf61b21d-3d1d-4911-91e4-463ea1130328;F;18-30;0
a2084618-25ff-41fa-9622-f1704b8f5fdc;M;18-30;0
c6c4af30-7790-4219-9beb-dc7a3bb3d852;M;31-50;0
20905ce8-b59d-4044-91db-2796416fa4f7;F;31-50;1
e7eda7e1-1aca-487d-90b2-db164a9eae30;F;18-30;1
08caf360-912e-4e14-9633-f862d267d371;F;31-50;0
630ceb85-2337-4589-88f6-64e6cb45af56;F;18-30;1
55608b00-0ed5-467e-a146-e3ac9554e238;M;31-50;0
a4f6b79a-2f79-4e6d-85a4-d6a36c53792d;F;18-30;0
6dc1bfb0-3575-4863-bb53-e01f6dacb513;F;31-50;1
63ed752b-30b9-41b3-8030-a9bdfa6d9fed;M;51+;1
7eac7798-f87e-4f53-930f-e65819035f66;F;51+;0
4080c56d-d674-40c1-980b-eeeeb0fe9a60;M;31-50;1
232015e5-952d-43e5-b0d6-e2d4961c7269;F;18-30;1
3e8dbe0e-2e4c-4c90-ac68-775510b9c3ba;F;18-30;0
d3dbbf3e-5178-4e68-9042-d210fb3f0f31;F;18-30;1
1fa8af87-71ea-4983-9545-592bf01bfa05;M;51+;0
86fe8e7d-f293-479d-ba88-8d79acc47cf1;M;51+;1
b579ec85-ece6-49da-90ae-5a36e1ef0a32;M;51+;0
5c626be9-842b-4c2b-842d-0b26f0d3891f;F;18-30;1
899452b2-7721-41b0-b73b-f88d53af0afc;F;18-30;0
