os_id;country_id;url_id;browser;latency;age;gender;registered;date_id
W10      ;GR;/packages                                   ;Chrome    ;586;18-30;F;0;814
IOS15_2  ;RU;/apis/cloud/maintenanceInformation/specifica;Edge      ;311;31-50;M;0;814
W10      ;NZ;/packages                                   ;Edge      ;382;18-30;M;0;814
A9       ;SI;/apis/cloud/robot/usage                     ;Edge      ;289;18-30;M;0;814
IOS15_7  ;TR;/apis/cloud/maintenanceInformation/security ;Edge      ;234;31-50;M;0;814
IOS15_5  ;CR;/apis/cloud/liveVisualization/introduction  ;Edge      ;302;18-30;M;1;814
IOS8_3   ;AT;/packages                                   ;Edge      ;265;31-50;M;0;814
A10      ;VN;/getting-started                            ;Edge      ;134;31-50;M;0;814
A11      ;AU;/sdk/mobile/myport/introduction             ;Firefox   ;244;31-50;F;1;814
A10      ;PE;/apis/cloud/robot/usage                     ;Firefox   ;151;18-30;F;1;814
A8_1_0   ;AE;/apis/cloud/maintenanceInformation/introduct;Firefox   ;541;18-30;F;0;814
W7       ;MT;/packages                                   ;Firefox   ;398;18-30;M;1;814
IOS15_6_1;ES;/packages                                   ;Firefox   ;329;51+  ;M;1;814
IOS15_4  ;MA;/apis/cloud/maintenanceInformation/introduct;Firefox   ;188;31-50;F;0;814
IOS14_7_1;CZ;/apis/cloud/maintenanceInformation/introduct;Firefox   ;682;51+  ;M;0;814
IOS15_2  ;BE;/apis/cloud/statusIndicators/introduction   ;Firefox   ;931;18-30;M;1;814
IOS15_6  ;IR;/                                           ;Firefox   ;1138;51+  ;M;0;814
IOS15_6  ;RO;/apis/cloud/statusIndicators/introduction   ;Opera     ;477;18-30;F;1;814
IOS13_2_3;TH;/apis/cloud/liveVisualization/introduction  ;Opera     ;493;31-50;F;0;814
IOS15_4_1;AU;/apis/cloud/robot/usage                     ;Opera     ;770;18-30;F;0;814
A13      ;PT;/apis/cloud/maintenanceInformation/security ;Opera     ;450;31-50;M;0;814
W7       ;ZW;/apis/cloud/liveVisualization/introduction  ;Opera     ;459;18-30;F;1;814
IOS16_0  ;CA;/                                           ;Opera     ;400;51+  ;F;0;814
IOS14_7  ;AR;/apis/cloud/robot/introduction              ;Opera     ;597;18-30;M;0;814
A6       ;GE;/                                           ;Opera     ;1243;51+  ;M;1;814
W8_1     ;DE;/packages                                   ;Opera     ;539;31-50;F;1;814
A12      ;IE;/apis/cloud/robot/introduction              ;Opera     ;518;18-30;F;0;814
IOS14_7  ;RU;/news                                       ;Safari    ;234;51+  ;M;0;814
IOS15_4  ;CZ;/apis/cloud/maintenanceInformation/introduct;Safari    ;110;31-50;M;0;814
A8_0_0   ;CN;/apis/cloud/statusIndicators/specification  ;Safari    ;333;51+  ;M;0;814
A9       ;LT;/apis/cloud/liveVisualization/specification ;Safari    ;364;18-30;M;0;814
A6       ;BE;/packages                                   ;Safari    ;372;51+  ;M;0;814
IOS15_4  ;AE;/apis/cloud/robot/introduction              ;Safari    ;404;51+  ;F;0;814
W7       ;CH;/apis/cloud/maintenanceInformation/specifica;Safari    ;227;51+  ;M;0;814
IOS15_3  ;IT;/packages                                   ;Safari    ;298;51+  ;F;0;814
IOS13_2_3;BH;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Chrome    ;322;31-50;M;0;815
IOS15_6_1;IL;/packages                                   ;Edge      ;443;51+  ;F;0;815
IOS15_3  ;SI;/                                           ;Edge      ;327;51+  ;F;0;815
A9       ;BH;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Edge      ;142;31-50;F;1;815
A10      ;IR;/                                           ;Firefox   ;394;51+  ;F;0;815
IOS15_3  ;JP;/packages                                   ;Firefox   ;635;31-50;M;0;815
MI10_15  ;DE;/news                                       ;Opera     ;279;31-50;F;0;815
IOS15_6_1;VE;/                                           ;Opera     ;496;31-50;F;1;815
A6       ;CH;/                                           ;Safari    ;567;18-30;M;1;815
MI10_14  ;ES;/news                                       ;Safari    ;842;31-50;F;1;815
IOS16_0  ;SE;/                                           ;Chrome    ;389;18-30;F;1;816
IOS15_3  ;CR;/news                                       ;Chrome    ;249;51+  ;M;1;816
IOS15_4  ;SI;/                                           ;Chrome    ;375;51+  ;M;0;816
MI10_13  ;HK;/                                           ;Edge      ;383;18-30;M;1;816
A10      ;NZ;/news                                       ;Firefox   ;251;51+  ;M;0;816
A13      ;BR;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Firefox   ;869;51+  ;F;1;816
IOS15_3  ;VE;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Firefox   ;285;18-30;M;1;816
MI10_15  ;ID;/news                                       ;Firefox   ;417;31-50;M;1;816
A10      ;BE;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Firefox   ;289;18-30;M;1;816
A6       ;FI;/news                                       ;Firefox   ;235;18-30;F;0;816
A9       ;RU;/                                           ;Firefox   ;381;31-50;M;0;816
IOS15_6_1;GB;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Opera     ;200;31-50;M;1;816
IOS16_0  ;IT;/                                           ;Safari    ;331;31-50;F;0;816
LX       ;BG;/getting-started                            ;Chrome    ;964;31-50;M;0;817
IOS8_3   ;NZ;/news                                       ;Chrome    ;447;51+  ;M;0;817
IOS14_6  ;ES;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Edge      ;173;31-50;M;0;817
IOS8_3   ;US;/packages                                   ;Edge      ;595;18-30;M;0;817
IOS15_7  ;IE;/                                           ;Firefox   ;294;51+  ;F;0;817
A6       ;RU;/                                           ;Chrome    ;393;51+  ;M;1;818
A9       ;AT;/                                           ;Edge      ;1167;31-50;M;1;818
LX       ;CN;/getting-started                            ;Firefox   ;510;18-30;M;1;818
MI10_14  ;US;/getting-started                            ;Opera     ;211;31-50;M;1;818
IOS16_0  ;UA;/                                           ;Opera     ;466;51+  ;F;0;818
IOS13_2_3;AR;/packages                                   ;Safari    ;224;31-50;F;0;818
LX       ;ES;/                                           ;Chrome    ;299;51+  ;F;1;819
W10      ;NP;/sdk/mobile/myport/release-note             ;Chrome    ;740;51+  ;M;0;819
MI10_13  ;GB;/packages                                   ;Chrome    ;360;18-30;M;1;819
W8_1     ;TR;/                                           ;Chrome    ;271;51+  ;M;0;819
A10      ;ID;/packages                                   ;Chrome    ;386;18-30;F;1;819
IOS15_6  ;DE;/                                           ;Chrome    ;328;51+  ;M;1;819
A12      ;CN;/                                           ;Edge      ;305;18-30;F;0;819
MI10_14  ;HR;/apis/cloud/liveVisualization/security      ;Edge      ;126;31-50;M;0;819
MI10_15  ;RS;/apis/cloud/robot/introduction              ;Edge      ;615;51+  ;F;1;819
W8_1     ;MY;/apis/cloud/liveVisualization/introduction  ;Edge      ;568;18-30;F;1;819
W7       ;SI;/packages                                   ;Edge      ;406;51+  ;F;0;819
A10      ;AU;/sdk/mobile/myport/usage                    ;Edge      ;989;31-50;M;0;819
IOS15_7  ;IL;/                                           ;Edge      ;615;51+  ;F;0;819
IOS14_6  ;IT;/apis/cloud/robot/introduction              ;Edge      ;709;31-50;F;0;819
MI10_14  ;MY;/apis/cloud/liveVisualization/security      ;Edge      ;488;18-30;M;0;819
A12      ;US;/news                                       ;Firefox   ;388;31-50;F;1;819
A11      ;AT;/                                           ;Firefox   ;100;31-50;F;1;819
W8_1     ;VE;/apis/cloud/liveVisualization/specification ;Firefox   ;453;18-30;M;1;819
A11      ;ZW;/packages                                   ;Firefox   ;599;31-50;F;0;819
IOS15_6_1;HK;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Firefox   ;178;51+  ;M;0;819
MI10_14  ;MA;/sdk/mobile/myport/introduction             ;Firefox   ;173;18-30;M;1;819
IOS8_3   ;IO;/sdk/mobile/myport/introduction             ;Firefox   ;576;31-50;F;0;819
IOS15_4_1;VN;/apis/cloud/maintenanceInformation/specifica;Firefox   ;354;51+  ;F;0;819
IOS15_6_1;NO;/packages                                   ;Opera     ;819;31-50;M;1;819
IOS14_7_1;HK;/apis/cloud/liveVisualization/specification ;Opera     ;484;31-50;F;1;819
IOS14_7  ;KR;/                                           ;Opera     ;393;18-30;M;0;819
A9       ;TH;/apis/cloud/liveVisualization/introduction  ;Opera     ;670;31-50;M;1;819
MI10_13  ;RU;/packages                                   ;Opera     ;505;51+  ;F;1;819
A13      ;DE;/apis/cloud/liveVisualization/security      ;Opera     ;290;18-30;F;1;819
IOS15_3  ;GB;/apis/cloud/liveVisualization/security      ;Opera     ;468;18-30;M;0;819
A9       ;NP;/sdk/mobile/myport/specification            ;Opera     ;305;51+  ;F;0;819
IOS15_7  ;PK;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Safari    ;548;51+  ;M;0;819
LX       ;AU;/apis/cloud/liveVisualization/introduction  ;Safari    ;718;51+  ;M;0;819
W7       ;MT;/                                           ;Safari    ;538;51+  ;M;0;819
IOS15_4  ;BR;/apis/cloud/liveVisualization/specification ;Safari    ;610;18-30;F;0;819
MI10_13  ;KR;/apis/cloud/liveVisualization/specification ;Safari    ;849;31-50;F;1;819
IOS15_3  ;UA;/apis/cloud/liveVisualization/introduction  ;Safari    ;947;51+  ;M;1;819
IOS15_6  ;PL;/sdk/mobile/myport/download                 ;Safari    ;467;18-30;M;0;819
IOS14_7  ;GB;/apis/cloud/liveVisualization/specification ;Safari    ;608;18-30;F;0;819
IOS15_6  ;MA;/apis/cloud/liveVisualization/specification ;Safari    ;313;18-30;F;1;819
IOS15_4  ;RO;/                                           ;Safari    ;222;51+  ;M;0;819
MI10_14  ;GE;/apis/cloud/maintenanceInformation/specifica;Chrome    ;279;31-50;M;0;820
IOS13_2_3;ZW;/apis/cloud/maintenanceInformation/introduct;Chrome    ;285;51+  ;F;1;820
A9       ;IT;/sdk/mobile/myport/download                 ;Chrome    ;317;18-30;M;1;820
IOS15_6_1;DK;/                                           ;Chrome    ;338;18-30;F;1;820
IOS15_7  ;MX;/sdk/mobile/myport/requirements             ;Chrome    ;606;18-30;F;1;820
A9       ;LT;/sdk/mobile/myport/introduction             ;Edge      ;293;51+  ;M;1;820
A13      ;IE;/packages                                   ;Edge      ;470;51+  ;M;0;820
IOS14_6  ;SK;/                                           ;Edge      ;447;51+  ;F;0;820
IOS15_4  ;ES;/packages                                   ;Firefox   ;421;18-30;M;0;820
IOS14_7  ;SK;/                                           ;Firefox   ;509;51+  ;F;0;820
IOS11_0  ;TH;/                                           ;Firefox   ;558;18-30;M;0;820
A12      ;UA;/apis/cloud/maintenanceInformation/security ;Firefox   ;610;51+  ;M;0;820
A8_0_0   ;JP;/apis/cloud/maintenanceInformation/introduct;Firefox   ;310;18-30;F;0;820
IOS16_0  ;ID;/sdk/mobile/myport/introduction             ;Opera     ;143;51+  ;F;1;820
IOS14_6  ;HK;/                                           ;Opera     ;847;51+  ;M;0;820
W8_1     ;CA;/apis/cloud/maintenanceInformation/introduct;Opera     ;455;51+  ;F;1;820
A9       ;SE;/sdk/mobile/myport/introduction             ;Opera     ;513;18-30;F;1;820
IOS14_6  ;AE;/apis/cloud/maintenanceInformation/introduct;Opera     ;307;51+  ;F;1;820
IOS15_5  ;AR;/apis/cloud/maintenanceInformation/specifica;Opera     ;338;51+  ;F;1;820
A9       ;NP;/apis/cloud/maintenanceInformation/specifica;Opera     ;305;51+  ;F;0;820
LX       ;CA;/packages                                   ;Safari    ;258;18-30;F;1;820
A11      ;NP;/                                           ;Safari    ;497;51+  ;F;0;820
IOS15_2  ;GR;/packages                                   ;Safari    ;297;18-30;F;1;820
IOS14_6  ;PK;/apis/cloud/maintenanceInformation/introduct;Safari    ;214;18-30;F;1;820
A9       ;CH;/                                           ;Safari    ;709;18-30;F;1;820
IOS15_6  ;FR;/packages                                   ;Chrome    ;164;31-50;M;1;821
IOS13_2_3;PK;/apis/cloud/robot/introduction              ;Chrome    ;144;18-30;F;1;821
IOS14_6  ;FI;/                                           ;Chrome    ;916;18-30;M;1;821
IOS14_6  ;PK;/packages                                   ;Chrome    ;255;51+  ;F;0;821
LX       ;NP;/apis/cloud/robot/introduction              ;Chrome    ;207;51+  ;M;0;821
MI10_14  ;HR;/                                           ;Edge      ;212;31-50;F;0;821
IOS11_0  ;IT;/packages                                   ;Edge      ;329;31-50;M;0;821
MI10_15  ;BA;/apis/cloud/robot/usage                     ;Edge      ;563;31-50;M;0;821
IOS14_7_1;SK;/apis/cloud/robot/usage                     ;Edge      ;858;18-30;F;0;821
IOS14_7_1;VE;/                                           ;Firefox   ;156;18-30;F;1;821
A10      ;JP;/                                           ;Opera     ;287;18-30;F;0;821
IOS15_3_1;ID;/                                           ;Opera     ;265;51+  ;F;0;821
IOS15_5  ;NZ;/legal-notice                               ;Opera     ;418;51+  ;M;0;821
IOS15_6  ;BA;/apis/cloud/robot/security                  ;Opera     ;218;51+  ;M;1;821
IOS15_7  ;TR;/apis/cloud/robot/specification             ;Opera     ;627;31-50;F;1;821
IOS15_4_1;KR;/apis/cloud/robot/specification             ;Safari    ;354;51+  ;F;0;821
IOS15_6_1;CN;/                                           ;Safari    ;411;31-50;M;0;821
IOS14_7  ;CR;/apis/cloud/robot/usage                     ;Safari    ;411;51+  ;M;0;821
IOS14_6  ;TR;/                                           ;Chrome    ;281;18-30;F;1;822
A10      ;CA;/apis/cloud/robot/introduction              ;Chrome    ;352;51+  ;F;0;822
IOS13_2_3;AU;/                                           ;Chrome    ;575;51+  ;F;0;822
A10      ;IT;/                                           ;Chrome    ;406;18-30;F;1;822
IOS16_0  ;DE;/                                           ;Chrome    ;439;18-30;F;1;822
IOS15_7  ;MY;/                                           ;Chrome    ;163;51+  ;M;0;822
W10      ;BR;/packages                                   ;Edge      ;190;18-30;F;1;822
W7       ;HR;/                                           ;Edge      ;347;18-30;M;0;822
A13      ;SG;/                                           ;Firefox   ;523;31-50;F;1;822
A6       ;ZW;/                                           ;Firefox   ;504;31-50;F;1;822
IOS15_4_1;VE;/packages                                   ;Firefox   ;826;31-50;F;0;822
IOS15_4  ;RS;/packages                                   ;Firefox   ;328;31-50;M;1;822
IOS14_6  ;EG;/                                           ;Firefox   ;688;31-50;M;1;822
IOS15_6_1;TH;/                                           ;Opera     ;105;51+  ;F;0;822
IOS15_3_1;GE;/packages                                   ;Opera     ;462;18-30;F;0;822
LX       ;UA;/                                           ;Opera     ;504;31-50;F;0;822
LX       ;CA;/getting-started                            ;Opera     ;460;31-50;M;0;822
LX       ;PK;/apis/cloud/robot/specification             ;Opera     ;432;18-30;F;1;822
W8_1     ;AE;/                                           ;Opera     ;808;31-50;M;0;822
IOS15_3  ;UA;/                                           ;Safari    ;261;51+  ;M;1;822
A10      ;SG;/packages                                   ;Safari    ;737;51+  ;M;0;822
IOS11_0  ;NO;/                                           ;Safari    ;341;18-30;M;0;822
IOS15_6  ;BH;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Safari    ;325;18-30;F;1;822
W10      ;UA;/apis/cloud/statusIndicators/introduction   ;Safari    ;265;31-50;M;0;822
MI10_13  ;VN;/                                           ;Safari    ;293;31-50;F;0;822
W7       ;MX;/apis/cloud/statusIndicators/specification  ;Safari    ;482;31-50;F;1;822
IOS15_5  ;ID;/                                           ;Edge      ;81;51+  ;F;0;823
MI10_14  ;EE;/                                           ;Chrome    ;455;18-30;M;0;824
IOS15_4  ;HK;/                                           ;Chrome    ;356;18-30;F;1;824
A9       ;NP;/                                           ;Opera     ;260;51+  ;F;0;824
IOS15_2  ;CR;/                                           ;Safari    ;342;51+  ;M;0;824
A13      ;DE;/                                           ;Edge      ;214;31-50;F;1;825
IOS13_2_3;VE;/apis/onSite/pGateway/introduction          ;Safari    ;98;31-50;F;1;825
IOS14_7_1;TR;/                                           ;Chrome    ;741;51+  ;F;1;826
LX       ;PK;/                                           ;Opera     ;387;18-30;F;1;826
LX       ;PL;/apis/onSite/pGateway/specification         ;Safari    ;490;51+  ;M;1;826
IOS15_4_1;EE;/                                           ;Safari    ;324;51+  ;M;1;826
IOS15_4  ;HR;/apis/cloud/robot/introduction              ;Chrome    ;742;51+  ;F;0;827
IOS15_6  ;AR;/apis/onSite/pGateway/hardware              ;Chrome    ;657;18-30;F;0;827
A8_0_0   ;VN;/apis/cloud/robot/specification             ;Chrome    ;697;18-30;F;1;827
W7       ;JP;/packages                                   ;Chrome    ;304;18-30;M;1;827
IOS13_2_3;HU;/apis/onSite/pGateway/deployment            ;Chrome    ;887;18-30;F;1;827
IOS14_7_1;RO;/                                           ;Edge      ;289;18-30;M;1;827
IOS15_4_1;SG;/packages                                   ;Edge      ;436;51+  ;F;1;827
IOS13_2_3;IT;/packages                                   ;Edge      ;183;31-50;F;0;827
IOS15_6_1;BA;/privacy-policy                             ;Edge      ;429;31-50;F;1;827
IOS15_6_1;AU;/apis/onSite/pGateway/hardware              ;Edge      ;486;51+  ;F;1;827
IOS14_7  ;PL;/apis/onSite/pGateway/security              ;Edge      ;578;51+  ;F;1;827
W7       ;GR;/apis/cloud/robot/introduction              ;Edge      ;521;51+  ;M;0;827
A6       ;HR;/packages                                   ;Edge      ;407;51+  ;M;0;827
IOS15_6_1;EE;/                                           ;Firefox   ;741;18-30;F;1;827
A8_0_0   ;HR;/apis/onSite/pGateway/introduction          ;Firefox   ;458;31-50;F;0;827
IOS15_4_1;VE;/apis/onSite/pGateway/introduction          ;Firefox   ;841;31-50;F;0;827
A8_1_0   ;TH;/apis/onSite/pGateway/introduction          ;Firefox   ;330;51+  ;F;1;827
IOS13_2_3;PK;/                                           ;Opera     ;418;18-30;M;0;827
IOS14_7  ;BG;/packages                                   ;Opera     ;402;31-50;M;1;827
IOS16_0  ;BA;/                                           ;Opera     ;463;18-30;M;0;827
A8_0_0   ;IO;/apis/cloud/robot/security                  ;Opera     ;427;18-30;M;1;827
A12      ;US;/apis/cloud/robot/usage                     ;Opera     ;212;31-50;F;1;827
IOS8_3   ;ZW;/apis/onSite/pGateway/introduction          ;Opera     ;114;18-30;M;0;827
W8_1     ;BR;/apis/cloud/robot/introduction              ;Opera     ;196;51+  ;M;0;827
IOS15_5  ;SG;/packages                                   ;Opera     ;361;31-50;M;1;827
IOS11_0  ;PE;/apis/cloud/robot/usage                     ;Opera     ;1038;51+  ;M;1;827
A8_0_0   ;AE;/apis/cloud/robot/specification             ;Opera     ;173;51+  ;F;0;827
A11      ;RS;/apis/cloud/robot/introduction              ;Opera     ;577;18-30;F;1;827
IOS8_3   ;BG;/                                           ;Opera     ;402;51+  ;F;1;827
A11      ;MX;/                                           ;Safari    ;167;18-30;M;1;827
A12      ;TH;/apis/cloud/robot/introduction              ;Safari    ;614;31-50;M;0;827
MI10_14  ;PL;/                                           ;Safari    ;1215;18-30;F;1;827
IOS15_4_1;SI;/packages                                   ;Safari    ;424;51+  ;F;0;827
W10      ;GR;/apis/onSite/pGateway/hardware              ;Safari    ;926;31-50;F;1;827
IOS15_6  ;LT;/apis/onSite/pGateway/hardware              ;Safari    ;356;31-50;M;1;827
A10      ;SE;/apis/cloud/robot/introduction              ;Safari    ;307;18-30;M;1;827
A8_0_0   ;RU;/getting-started                            ;Safari    ;397;18-30;F;0;827
MI10_14  ;EG;/                                           ;Chrome    ;164;51+  ;M;1;828
IOS13_2_3;CR;/packages                                   ;Chrome    ;221;51+  ;F;0;828
IOS15_4  ;TH;/apis/onSite/pGateway/specification         ;Chrome    ;453;18-30;F;0;828
A11      ;CR;/apis/cloud/statusIndicators/specification  ;Edge      ;282;31-50;F;0;828
IOS15_5  ;PE;/packages                                   ;Edge      ;1222;51+  ;M;0;828
A9       ;KR;/                                           ;Edge      ;507;31-50;M;0;828
A6       ;HR;/sdk/mobile/myport/requirements             ;Edge      ;422;51+  ;M;0;828
MI10_14  ;BR;/packages                                   ;Firefox   ;1092;51+  ;F;1;828
MI10_14  ;BH;/apis/cloud/robot/usage                     ;Opera     ;288;31-50;M;0;828
IOS15_3_1;RS;/sdk/mobile/myport/introduction             ;Safari    ;168;31-50;F;0;828
IOS14_7  ;SK;/sdk/mobile/myport/introduction             ;Safari    ;496;18-30;F;1;828
IOS15_4_1;BA;/apis/cloud/robot/introduction              ;Safari    ;344;31-50;F;0;828
IOS8_3   ;CH;/packages                                   ;Safari    ;432;31-50;F;0;828
IOS14_6  ;CN;/news                                       ;Edge      ;386;51+  ;M;1;829
W7       ;TR;/apis/cloud/liveVisualization/specification ;Firefox   ;672;18-30;F;0;829
IOS15_4  ;PK;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Chrome    ;476;18-30;M;1;830
IOS15_5  ;CZ;/sdk/mobile/myport/download                 ;Edge      ;407;18-30;F;1;830
A12      ;SE;/sdk/mobile/myport/specification            ;Firefox   ;784;18-30;M;1;830
IOS15_4_1;RO;/sdk/mobile/myport/release-note             ;Opera     ;350;18-30;M;0;830
IOS15_6  ;SI;/sdk/mobile/myport/introduction             ;Opera     ;528;18-30;F;0;830
IOS15_3_1;CA;/news                                       ;Safari    ;822;18-30;F;1;830
IOS15_6_1;MA;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Chrome    ;572;18-30;M;1;831
IOS15_4_1;RU;/                                           ;Edge      ;476;51+  ;F;1;831
A8_1_0   ;BH;/sdk/mobile/myport/specification            ;Firefox   ;549;18-30;F;0;831
IOS15_2  ;JP;/                                           ;Firefox   ;529;31-50;F;1;831
IOS8_3   ;NP;/news                                       ;Opera     ;382;51+  ;M;1;831
A6       ;JP;/packages                                   ;Opera     ;182;51+  ;F;0;831
A8_0_0   ;AU;/packages                                   ;Safari    ;294;31-50;F;0;831
W10      ;CH;/                                           ;Edge      ;924;31-50;M;0;832
MI10_13  ;MA;/                                           ;Firefox   ;443;31-50;M;0;832
A12      ;MX;/                                           ;Opera     ;168;51+  ;M;1;832
A12      ;JP;/                                           ;Safari    ;342;51+  ;F;1;832
W10      ;IE;/getting-started                            ;Chrome    ;759;51+  ;M;1;833
W10      ;VE;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Chrome    ;323;18-30;M;0;833
IOS14_7_1;ZW;/                                           ;Chrome    ;241;18-30;M;1;833
IOS15_6_1;MT;/packages                                   ;Chrome    ;205;31-50;M;0;833
IOS14_6  ;GE;/                                           ;Chrome    ;400;18-30;F;1;833
A13      ;HU;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Edge      ;307;31-50;F;1;833
A10      ;IR;/news                                       ;Edge      ;264;31-50;M;1;833
A6       ;ZW;/apis/cloud/liveVisualization/introduction  ;Edge      ;715;18-30;M;1;833
A12      ;CA;/getting-started                            ;Edge      ;561;51+  ;M;1;833
IOS16_0  ;IE;/                                           ;Edge      ;612;18-30;M;0;833
IOS15_4  ;PT;/                                           ;Edge      ;985;18-30;M;1;833
IOS15_2  ;RS;/getting-started                            ;Edge      ;149;31-50;F;1;833
IOS15_6  ;LT;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Edge      ;275;51+  ;M;1;833
A9       ;ZW;/getting-started                            ;Edge      ;188;51+  ;M;0;833
IOS15_3  ;RU;/getting-started                            ;Firefox   ;214;18-30;M;1;833
A11      ;ID;/apis/cloud/maintenanceInformation/introduct;Firefox   ;290;31-50;F;0;833
W8_1     ;HU;/                                           ;Firefox   ;332;18-30;F;1;833
MI10_15  ;ID;/getting-started                            ;Opera     ;340;31-50;M;1;833
IOS13_2_3;CR;/getting-started                            ;Opera     ;460;31-50;F;1;833
IOS15_3  ;EE;/getting-started                            ;Safari    ;151;31-50;F;1;833
W7       ;GE;/                                           ;Safari    ;322;31-50;F;1;833
MI10_14  ;NP;/news                                       ;Safari    ;390;31-50;M;1;833
IOS15_4  ;NO;/                                           ;Safari    ;344;51+  ;M;1;833
MI10_15  ;RO;/packages                                   ;Safari    ;323;31-50;F;1;833
IOS15_5  ;IL;/packages                                   ;Safari    ;232;31-50;M;1;833
A9       ;MA;/packages                                   ;Safari    ;190;31-50;M;1;833
A9       ;NO;/getting-started                            ;Firefox   ;321;31-50;M;1;834
W8_1     ;IR;/apis/cloud/robot/introduction              ;Chrome    ;272;31-50;M;0;835
IOS14_6  ;AU;/apis/cloud/robot/introduction              ;Chrome    ;429;31-50;M;0;835
A10      ;AR;/packages                                   ;Chrome    ;450;51+  ;F;0;835
A10      ;NO;/apis/cloud/robot/specification             ;Chrome    ;1224;31-50;F;1;835
A13      ;ID;/apis/cloud/robot/security                  ;Edge      ;303;51+  ;F;1;835
MI10_13  ;NL;/packages                                   ;Edge      ;295;51+  ;M;0;835
IOS14_7_1;IL;/apis/onSite/pGateway/hardware              ;Firefox   ;340;51+  ;M;0;835
MI10_14  ;CR;/apis/cloud/robot/introduction              ;Firefox   ;501;51+  ;M;0;835
IOS14_7  ;NL;/apis/cloud/robot/introduction              ;Firefox   ;877;18-30;M;1;835
IOS15_2  ;HU;/apis/cloud/robot/introduction              ;Opera     ;238;51+  ;F;0;835
IOS13_2_3;SK;/packages                                   ;Opera     ;267;31-50;F;1;835
IOS15_3_1;EG;/apis/cloud/robot/introduction              ;Opera     ;255;51+  ;F;1;835
A10      ;IL;/packages                                   ;Opera     ;319;18-30;M;1;835
W7       ;GE;/sdk/mobile/myport/introduction             ;Opera     ;326;31-50;F;1;835
A6       ;ID;/apis/cloud/robot/specification             ;Opera     ;847;31-50;F;1;835
A12      ;PK;/apis/onSite/pGateway/hardware              ;Safari    ;345;51+  ;F;0;835
A6       ;JP;/apis/onSite/pGateway/introduction          ;Safari    ;266;51+  ;M;0;835
A12      ;SG;/packages                                   ;Safari    ;374;31-50;M;0;835
A8_0_0   ;MA;/apis/cloud/robot/security                  ;Edge      ;592;18-30;F;1;836
IOS13_2_3;US;/apis/cloud/robot/usage                     ;Safari    ;396;18-30;M;0;836
IOS15_4_1;TH;/apis/cloud/maintenanceInformation/specifica;Chrome    ;322;18-30;F;1;837
IOS14_7_1;EE;/getting-started                            ;Chrome    ;364;31-50;M;1;837
MI10_13  ;TR;/apis/cloud/liveVisualization/specification ;Chrome    ;369;18-30;M;1;837
MI10_14  ;AU;/packages                                   ;Edge      ;334;31-50;F;1;837
IOS8_3   ;TH;/getting-started                            ;Edge      ;295;31-50;F;1;837
IOS15_4_1;ES;/apis/cloud/statusIndicators/introduction   ;Edge      ;245;31-50;M;0;837
IOS15_6_1;CZ;/apis/cloud/liveVisualization/introduction  ;Edge      ;222;18-30;F;1;837
IOS14_6  ;PE;/apis/cloud/liveVisualization/specification ;Edge      ;191;18-30;F;1;837
MI10_13  ;DK;/                                           ;Firefox   ;510;31-50;M;0;837
IOS15_2  ;US;/apis/cloud/liveVisualization/security      ;Firefox   ;280;51+  ;F;0;837
IOS15_4_1;KR;/packages                                   ;Firefox   ;429;31-50;F;1;837
IOS15_3  ;LT;/apis/cloud/robot/specification             ;Firefox   ;206;18-30;F;0;837
W10      ;DE;/apis/cloud/liveVisualization/specification ;Opera     ;303;31-50;M;0;837
IOS15_6_1;KR;/packages                                   ;Opera     ;589;18-30;M;1;837
IOS14_7_1;CR;/getting-started                            ;Safari    ;865;51+  ;M;0;837
IOS15_5  ;SE;/packages                                   ;Safari    ;250;18-30;F;0;837
W10      ;JP;/                                           ;Opera     ;319;18-30;M;0;838
IOS8_3   ;BG;/                                           ;Edge      ;383;18-30;M;0;839
IOS15_2  ;DK;/                                           ;Firefox   ;569;18-30;F;1;839
IOS15_7  ;NL;/packages                                   ;Firefox   ;402;31-50;M;1;839
IOS15_5  ;PL;/apis/cloud/liveVisualization/introduction  ;Opera     ;415;51+  ;F;0;839
A13      ;MX;/                                           ;Opera     ;212;18-30;F;1;839
A8_0_0   ;SG;/                                           ;Opera     ;122;51+  ;F;1;839
A10      ;AR;/                                           ;Safari    ;557;51+  ;F;1;839
W8_1     ;NZ;/                                           ;Safari    ;320;51+  ;M;1;839
IOS15_4_1;RO;/packages                                   ;Safari    ;352;31-50;M;1;839
